county,agency,year,months_reported,total_index_crimes,violent,murder,forcible_rape,robbery,aggravated_assault,property,burglary,larceny,motor_vehicle_theft,region
Nassau,Rockville Centre Vg PD,2009,12,340,20,0,1,13,6,320,63,237,20,Non-New York City
Nassau,Sands Point Vg PD,2009,12,15,0,0,0,0,0,15,1,14,0,Non-New York City
Nassau,SUNY Police - Old Westbury,2009,12,91,3,0,0,1,2,88,13,75,0,Non-New York City
Nassau,Centre Island Vg PD,2008,12,4,0,0,0,0,0,4,3,1,0,Non-New York City
Nassau,County Total,2008,,21075,2309,29,75,1136,1069,18766,2626,14690,1450,Non-New York City
Nassau,Floral Park Vg PD,2008,12,92,9,0,0,7,2,83,11,65,7,Non-New York City
Nassau,Freeport Vg PD,2008,12,1233,201,1,4,108,88,1032,216,696,120,Non-New York City
Nassau,Garden City Vg PD,2008,12,276,11,0,0,10,1,265,22,233,10,Non-New York City
Nassau,Glen Cove City PD,2008,12,285,27,0,0,15,12,258,51,196,11,Non-New York City
Nassau,Great Neck Estates Vg PD,2008,12,4,0,0,0,0,0,4,1,3,0,Non-New York City
Nassau,Hempstead Vg PD,2008,12,1238,341,10,10,192,129,897,197,469,231,Non-New York City
Nassau,Kings Point Vg PD,2008,12,9,4,0,0,0,4,5,3,2,0,Non-New York City
Nassau,Lake Success Vg PD,2008,12,74,1,0,0,0,1,73,12,55,6,Non-New York City
Nassau,Long Beach City PD,2008,12,269,13,0,0,6,7,256,24,232,0,Non-New York City
Nassau,Lynbrook Vg PD,2008,12,191,21,0,0,14,7,170,23,134,13,Non-New York City
Nassau,Malverne Vg PD,2008,12,51,7,0,0,6,1,44,12,31,1,Non-New York City
Nassau,Nassau County MTA,2008,12,88,22,0,1,8,13,66,4,62,0,Non-New York City
Nassau,Nassau County Park PD,2008,12,88,6,1,0,2,3,82,1,77,4,Non-New York City
Nassau,Nassau County PD,2008,12,16449,1602,14,58,748,782,14847,1929,11900,1018,Non-New York City
Nassau,Nassau County State Police,2008,12,34,10,2,0,1,7,24,0,22,2,Non-New York City
Nassau,Old Brookville Vg PD,2008,12,119,2,0,0,1,1,117,32,83,2,Non-New York City
Nassau,Old Westbury Vg PD,2008,12,36,3,0,1,1,1,33,4,28,1,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2008,12,10,0,0,0,0,0,10,2,8,0,Non-New York City
Nassau,Port Washington Police District,2008,12,136,9,0,0,5,4,127,22,101,4,Non-New York City
Nassau,Rockville Centre Vg PD,2008,12,303,15,1,1,11,2,288,41,227,20,Non-New York City
Nassau,Sands Point Vg PD,2008,12,11,0,0,0,0,0,11,2,9,0,Non-New York City
Nassau,SUNY Police - Old Westbury,2008,12,75,5,0,0,1,4,70,14,56,0,Non-New York City
Nassau,County Total,2007,,20020,2341,24,95,1059,1163,17679,2396,13697,1586,Non-New York City
Nassau,Floral Park Vg PD,2007,12,83,11,0,1,8,2,72,17,50,5,Non-New York City
Nassau,Freeport Vg PD,2007,12,1275,219,2,7,105,105,1056,147,778,131,Non-New York City
Nassau,Garden City Vg PD,2007,12,297,12,0,0,12,0,285,39,237,9,Non-New York City
Nassau,Glen Cove City PD,2007,12,216,14,0,0,7,7,202,33,160,9,Non-New York City
Nassau,Great Neck Estates Vg PD,2007,12,12,0,0,0,0,0,12,1,11,0,Non-New York City
Nassau,Hempstead Vg PD,2007,12,1244,335,7,12,141,175,909,194,497,218,Non-New York City
Nassau,Kings Point Vg PD,2007,12,12,1,0,0,0,1,11,5,6,0,Non-New York City
Nassau,Lake Success Vg PD,2007,12,102,1,0,0,0,1,101,25,71,5,Non-New York City
Nassau,Long Beach City PD,2007,12,241,30,0,0,13,17,211,29,181,1,Non-New York City
Nassau,Lynbrook Vg PD,2007,12,185,19,0,0,9,10,166,15,142,9,Non-New York City
Nassau,Malverne Vg PD,2007,12,31,5,0,0,3,2,26,11,14,1,Non-New York City
Nassau,Nassau County MTA,2007,12,82,17,0,0,4,13,65,2,63,0,Non-New York City
Nassau,Nassau County Park PD,2007,12,72,13,0,0,0,13,59,0,57,2,Non-New York City
Nassau,Nassau County PD,2007,12,15525,1639,14,71,748,806,13886,1807,10928,1151,Non-New York City
Nassau,Nassau County State Police,2007,12,22,6,0,0,2,4,16,0,11,5,Non-New York City
Nassau,Old Brookville Vg PD,2007,12,107,1,0,0,1,0,106,16,86,4,Non-New York City
Nassau,Old Westbury Vg PD,2007,12,30,0,0,0,0,0,30,7,19,4,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2007,12,7,1,0,0,0,1,6,2,4,0,Non-New York City
Nassau,Port Washington Police District,2007,12,122,6,0,1,1,4,116,18,90,8,Non-New York City
Nassau,Rockville Centre Vg PD,2007,12,235,8,1,0,5,2,227,19,187,21,Non-New York City
Nassau,Sands Point Vg PD,2007,12,10,0,0,0,0,0,10,1,9,0,Non-New York City
Nassau,SUNY College at Old Westbury,2007,12,110,3,0,3,0,0,107,8,96,3,Non-New York City
Nassau,Centre Island Vg PD,2006,12,2,1,0,0,0,1,1,0,1,0,Non-New York City
Nassau,County Total,2006,,21231,2578,21,90,1266,1201,18653,2798,14262,1593,Non-New York City
Nassau,Floral Park Vg PD,2006,12,138,6,0,0,6,0,132,19,106,7,Non-New York City
Nassau,Freeport Vg PD,2006,12,1113,234,1,2,123,108,879,114,642,123,Non-New York City
Nassau,Garden City Vg PD,2006,12,336,8,0,1,2,5,328,37,279,12,Non-New York City
Nassau,Glen Cove City PD,2006,12,303,30,1,1,13,15,273,54,203,16,Non-New York City
Nassau,Great Neck Estates Vg PD,2006,12,6,1,0,0,1,0,5,2,2,1,Non-New York City
Nassau,Hempstead Vg PD,2006,12,1276,326,4,10,181,131,950,220,551,179,Non-New York City
Nassau,Kings Point Vg PD,2006,12,13,1,0,0,0,1,12,0,10,2,Non-New York City
Nassau,Lake Success Vg PD,2006,12,76,1,0,0,1,0,75,5,62,8,Non-New York City
Nassau,Long Beach City PD,2006,12,333,52,0,0,23,29,281,19,248,14,Non-New York City
Nassau,Lynbrook Vg PD,2006,12,214,33,0,1,22,10,181,26,141,14,Non-New York City
Nassau,Malverne Vg PD,2006,12,11,0,0,0,0,0,11,0,8,3,Non-New York City
Nassau,Nassau County MTA,2006,12,51,17,1,0,9,7,34,1,33,0,Non-New York City
Nassau,Nassau County Park PD,2006,12,42,5,0,0,0,5,37,0,37,0,Non-New York City
Nassau,Nassau County PD,2006,12,16526,1813,14,74,866,859,14713,2170,11372,1171,Non-New York City
Nassau,Nassau County State Police,2006,12,33,8,0,0,1,7,25,0,21,4,Non-New York City
Nassau,Old Brookville Vg PD,2006,12,126,2,0,0,1,1,124,27,95,2,Non-New York City
Nassau,Old Westbury Vg PD,2006,12,60,3,0,0,0,3,57,17,39,1,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2006,12,10,0,0,0,0,0,10,5,5,0,Non-New York City
Nassau,Port Washington Police District,2006,12,148,13,0,0,0,13,135,33,94,8,Non-New York City
Nassau,Rockville Centre Vg PD,2006,12,325,21,0,1,17,3,304,42,240,22,Non-New York City
Nassau,Sands Point Vg PD,2006,12,14,3,0,0,0,3,11,4,7,0,Non-New York City
Nassau,SUNY College at Old Westbury,2006,12,75,0,0,0,0,0,75,3,66,6,Non-New York City
Nassau,Centre Island Vg PD,2005,12,5,0,0,0,0,0,5,3,2,0,Non-New York City
Nassau,County Total,2005,,20760,2565,26,108,1191,1240,18195,2789,13398,2008,Non-New York City
Nassau,Floral Park Vg PD,2005,12,83,12,0,1,7,4,71,13,53,5,Non-New York City
Nassau,Freeport Vg PD,2005,12,1042,157,2,8,66,81,885,142,603,140,Non-New York City
Nassau,Garden City Vg PD,2005,12,274,9,0,0,5,4,265,35,213,17,Non-New York City
Nassau,Glen Cove City PD,2005,12,67,6,1,3,1,1,61,13,46,2,Non-New York City
Nassau,Great Neck Estates Vg PD,2005,12,13,3,0,0,1,2,10,3,7,0,Non-New York City
Nassau,Hempstead Vg PD,2005,12,1480,395,4,16,210,165,1085,204,565,316,Non-New York City
Nassau,Kensington Vg PD,2005,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Nassau,Kings Point Vg PD,2005,12,21,0,0,0,0,0,21,3,17,1,Non-New York City
Nassau,Lake Success Vg PD,2005,12,56,5,0,0,1,4,51,9,37,5,Non-New York City
Nassau,Long Beach City PD,2005,12,449,94,0,1,30,63,355,30,281,44,Non-New York City
Nassau,Lynbrook Vg PD,2005,12,198,28,0,2,16,10,170,25,128,17,Non-New York City
Nassau,Malverne Vg PD,2005,12,4,0,0,0,0,0,4,2,1,1,Non-New York City
Nassau,Nassau County MTA,2005,12,54,11,0,0,7,4,43,1,41,1,Non-New York City
Nassau,Nassau County Park PD,2005,12,114,10,0,0,0,10,104,2,101,1,Non-New York City
Nassau,Nassau County PD,2005,12,16214,1793,16,76,833,868,14421,2153,10836,1432,Non-New York City
Nassau,Nassau County State Police,2005,12,16,8,2,0,0,6,8,0,8,0,Non-New York City
Nassau,Old Brookville Vg PD,2005,12,118,3,0,0,0,3,115,35,77,3,Non-New York City
Nassau,Old Westbury Vg PD,2005,12,50,0,0,0,0,0,50,24,26,0,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2005,12,6,0,0,0,0,0,6,2,4,0,Non-New York City
Nassau,Port Washington Police District,2005,12,170,17,0,1,3,13,153,29,115,9,Non-New York City
Nassau,Rockville Centre Vg PD,2005,12,249,11,0,0,11,0,238,52,173,13,Non-New York City
Nassau,Sands Point Vg PD,2005,12,9,3,1,0,0,2,6,1,5,0,Non-New York City
Nassau,SUNY College at Old Westbury,2005,12,67,0,0,0,0,0,67,7,59,1,Non-New York City
Nassau,Centre Island Vg PD,2004,8,5,0,0,0,0,0,5,0,5,0,Non-New York City
Nassau,County Total,2004,,22317,2501,24,108,1039,1330,19816,2872,14573,2371,Non-New York City
Nassau,Floral Park Vg PD,2004,12,77,14,0,0,11,3,63,16,37,10,Non-New York City
Nassau,Freeport Vg PD,2004,12,1055,181,4,6,70,101,874,125,582,167,Non-New York City
Nassau,Garden City Vg PD,2004,12,300,11,0,0,5,6,289,14,264,11,Non-New York City
Nassau,Glen Cove City PD,2004,12,275,36,0,6,22,8,239,49,157,33,Non-New York City
Nassau,Great Neck Estates Vg PD,2004,12,9,0,0,0,0,0,9,2,7,0,Non-New York City
Nassau,Hempstead Vg PD,2004,12,1493,319,5,12,146,156,1174,199,636,339,Non-New York City
Nassau,Kensington Vg PD,2004,12,3,0,0,0,0,0,3,3,0,0,Non-New York City
Nassau,Kings Point Vg PD,2004,12,5,0,0,0,0,0,5,2,3,0,Non-New York City
Nassau,Lake Success Vg PD,2004,12,57,7,0,0,1,6,50,16,28,6,Non-New York City
Nassau,Long Beach City PD,2004,12,536,103,2,3,27,71,433,66,328,39,Non-New York City
Nassau,Lynbrook Vg PD,2004,12,182,15,0,1,10,4,167,23,118,26,Non-New York City
Nassau,Malverne Vg PD,2004,10,31,3,0,0,1,2,28,4,20,4,Non-New York City
Nassau,Nassau County MTA,2004,12,57,10,0,1,3,6,47,0,47,0,Non-New York City
Nassau,Nassau County Park PD,2004,12,114,8,0,1,0,7,106,7,96,3,Non-New York City
Nassau,Nassau County PD,2004,12,17524,1761,11,77,724,949,15763,2255,11814,1694,Non-New York City
Nassau,Nassau County State Police,2004,12,10,7,1,0,1,5,3,0,3,0,Non-New York City
Nassau,Old Brookville Vg PD,2004,12,59,1,0,0,1,0,58,13,45,0,Non-New York City
Nassau,Old Westbury Vg PD,2004,12,60,4,1,0,2,1,56,11,43,2,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2004,12,6,0,0,0,0,0,6,5,0,1,Non-New York City
Nassau,Port Washington Police District,2004,8,98,5,0,1,1,3,93,12,74,7,Non-New York City
Nassau,Rockville Centre Vg PD,2004,12,295,13,0,0,12,1,282,45,210,27,Non-New York City
Nassau,Sands Point Vg PD,2004,11,18,1,0,0,0,1,17,5,12,0,Non-New York City
Nassau,SUNY College at Old Westbury,2004,12,48,2,0,0,2,0,46,0,44,2,Non-New York City
Nassau,County Total,2003,,22943,2598,24,119,1109,1346,20345,3252,14417,2676,Non-New York City
Nassau,Floral Park Vg PD,2003,12,116,13,0,0,8,5,103,23,73,7,Non-New York City
Nassau,Freeport Vg PD,2003,12,1151,182,1,12,76,93,969,150,614,205,Non-New York City
Nassau,Garden City Vg PD,2003,12,288,13,0,0,7,6,275,17,241,17,Non-New York City
Nassau,Glen Cove City PD,2003,12,242,24,1,2,16,5,218,49,144,25,Non-New York City
Nassau,Great Neck Estates Vg PD,2003,12,18,1,0,0,0,1,17,6,11,0,Non-New York City
Nassau,Hempstead Vg PD,2003,12,1475,381,5,15,168,193,1094,147,474,473,Non-New York City
Nassau,Kensington Vg PD,2003,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Nassau,Kings Point Vg PD,2003,12,14,1,0,0,0,1,13,3,10,0,Non-New York City
Nassau,Lake Success Vg PD,2003,12,72,2,0,0,1,1,70,20,37,13,Non-New York City
Nassau,Long Beach City PD,2003,12,531,94,1,0,23,70,437,58,326,53,Non-New York City
Nassau,Lynbrook Vg PD,2003,12,255,16,0,2,7,7,239,51,148,40,Non-New York City
Nassau,Malverne Vg PD,2003,12,32,3,0,0,2,1,29,9,18,2,Non-New York City
Nassau,Nassau County MTA,2003,12,45,11,0,0,3,8,34,4,30,0,Non-New York City
Nassau,Nassau County Park PD,2003,12,110,11,0,0,2,9,99,4,89,6,Non-New York City
Nassau,Nassau County PD,2003,12,17838,1792,15,86,774,917,16046,2567,11702,1777,Non-New York City
Nassau,Nassau County State Police,2003,12,21,9,1,0,0,8,12,0,9,3,Non-New York City
Nassau,Old Brookville Vg PD,2003,12,75,2,0,1,1,0,73,20,51,2,Non-New York City
Nassau,Old Westbury Vg PD,2003,12,64,3,0,0,0,3,61,24,35,2,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2003,12,5,0,0,0,0,0,5,2,3,0,Non-New York City
Nassau,Port Washington Police District,2003,12,217,13,0,0,6,7,204,24,158,22,Non-New York City
Nassau,Rockville Centre Vg PD,2003,12,330,25,0,1,15,9,305,67,209,29,Non-New York City
Nassau,Sands Point Vg PD,2003,9,10,0,0,0,0,0,10,2,8,0,Non-New York City
Nassau,SUNY College at Old Westbury,2003,12,33,1,0,0,0,1,32,5,27,0,Non-New York City
Nassau,Centre Island Vg PD,2002,12,2,1,0,0,0,1,1,0,1,0,Non-New York City
Nassau,County Total,2002,,23199,2707,28,116,1128,1435,20492,2812,14832,2848,Non-New York City
Nassau,Floral Park Vg PD,2002,12,125,7,0,0,6,1,118,24,82,12,Non-New York City
Nassau,Freeport Vg PD,2002,12,1212,188,1,4,72,111,1024,94,712,218,Non-New York City
Nassau,Garden City Vg PD,2002,12,352,19,0,2,11,6,333,33,281,19,Non-New York City
Nassau,Glen Cove City PD,2002,12,275,18,1,0,13,4,257,35,197,25,Non-New York City
Nassau,Great Neck Estates Vg PD,2002,12,12,1,0,0,1,0,11,2,7,2,Non-New York City
Nassau,Hempstead Vg PD,2002,12,1455,392,4,10,177,201,1063,122,512,429,Non-New York City
Nassau,Kensington Vg PD,2002,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Nassau,Kings Point Vg PD,2002,12,4,0,0,0,0,0,4,2,1,1,Non-New York City
Nassau,Lake Success Vg PD,2002,12,71,7,0,0,1,6,64,8,44,12,Non-New York City
Nassau,Long Beach City PD,2002,12,632,109,0,1,37,71,523,54,390,79,Non-New York City
Nassau,Lynbrook Vg PD,2002,12,248,22,3,3,9,7,226,37,150,39,Non-New York City
Nassau,Malverne Vg PD,2002,12,38,8,0,0,3,5,30,9,16,5,Non-New York City
Nassau,Nassau County MTA,2002,12,57,20,1,0,16,3,37,2,35,0,Non-New York City
Nassau,Nassau County Park PD,2002,12,104,11,0,0,0,11,93,5,78,10,Non-New York City
Nassau,Nassau County PD,2002,12,17586,1783,16,92,749,926,15803,2242,11632,1929,Non-New York City
Nassau,Nassau County State Police,2002,12,34,15,0,0,1,14,19,1,16,2,Non-New York City
Nassau,Old Brookville Vg PD,2002,12,123,10,2,3,2,3,113,15,97,1,Non-New York City
Nassau,Old Westbury Vg PD,2002,12,57,6,0,0,1,5,51,14,36,1,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2002,12,5,1,0,0,1,0,4,0,4,0,Non-New York City
Nassau,Port Washington Police District,2002,12,305,17,0,1,6,10,288,38,237,13,Non-New York City
Nassau,Rockville Centre Vg PD,2002,12,439,67,0,0,22,45,372,68,254,50,Non-New York City
Nassau,Sands Point Vg PD,2002,12,24,2,0,0,0,2,22,6,16,0,Non-New York City
Nassau,SUNY College At Old Westbury,2002,1,35,3,0,0,0,3,32,1,30,1,Non-New York City
Nassau,Centre Island Vg PD,2001,,5,1,0,0,0,1,4,2,2,0,Non-New York City
Nassau,County Total,2001,,23077,2671,29,126,1097,1419,20406,3162,14312,2932,Non-New York City
Nassau,Floral Park Vg PD,2001,,117,16,1,1,12,2,101,26,66,9,Non-New York City
Nassau,Freeport Vg PD,2001,,1210,217,1,7,75,134,993,94,656,243,Non-New York City
Nassau,Garden City Vg PD,2001,,348,9,0,1,2,6,339,33,295,11,Non-New York City
Nassau,Glen Cove City PD,2001,,252,22,1,0,14,7,230,35,164,31,Non-New York City
Nassau,Great Neck Estates Vg PD,2001,,13,0,0,0,0,0,13,2,11,0,Non-New York City
Nassau,Hempstead Vg PD,2001,,1397,377,13,17,150,197,1020,184,451,385,Non-New York City
Nassau,Kensington Vg PD,2001,,5,0,0,0,0,0,5,1,4,0,Non-New York City
Nassau,Kings Point Vg PD,2001,,10,3,0,0,1,2,7,1,6,0,Non-New York City
Nassau,Lake Success Vg PD,2001,,39,4,0,0,3,1,35,5,22,8,Non-New York City
Nassau,Long Beach City PD,2001,,705,120,0,2,51,67,585,106,393,86,Non-New York City
Nassau,Lynbrook Vg PD,2001,,201,14,0,1,5,8,187,40,115,32,Non-New York City
Nassau,Malverne Vg PD,2001,,45,11,0,0,3,8,34,11,19,4,Non-New York City
Nassau,Nassau County MTA,2001,,20,7,0,0,5,2,13,0,13,0,Non-New York City
Nassau,Nassau County Park PD,2001,,120,9,0,0,1,8,111,1,109,1,Non-New York City
Nassau,Nassau County PD,2001,,17637,1755,13,93,753,896,15882,2459,11402,2021,Non-New York City
Nassau,Nassau County State Police,2001,,44,23,0,0,2,21,21,2,7,12,Non-New York City
Nassau,Old Brookville Vg PD,2001,,146,3,0,0,0,3,143,35,97,11,Non-New York City
Nassau,Old Westbury Vg PD,2001,,66,5,0,0,0,5,61,15,41,5,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2001,,7,3,0,0,1,2,4,1,3,0,Non-New York City
Nassau,Port Washington Police District,2001,,229,16,0,1,7,8,213,24,169,20,Non-New York City
Nassau,Rockville Centre Vg PD,2001,,407,51,0,3,10,38,356,82,222,52,Non-New York City
Nassau,Sands Point Vg PD,2001,,9,1,0,0,0,1,8,0,7,1,Non-New York City
Nassau,SUNY College At Old Westbury,2001,,45,4,0,0,2,2,41,3,38,0,Non-New York City
Nassau,Centre Island Vg PD,2000,,9,0,0,0,0,0,9,2,6,1,Non-New York City
Nassau,County Total,2000,,25981,2389,25,116,1077,1171,23592,3134,16739,3719,Non-New York City
Nassau,Floral Park Vg PD,2000,,110,14,0,0,7,7,96,29,52,15,Non-New York City
Nassau,Freeport Vg PD,2000,,1293,238,0,11,97,130,1055,129,688,238,Non-New York City
Nassau,Garden City Vg PD,2000,,306,7,0,0,4,3,299,30,237,32,Non-New York City
Nassau,Glen Cove City PD,2000,,278,22,1,2,15,4,256,36,190,30,Non-New York City
Nassau,Hempstead Vg PD,2000,,1393,354,4,13,168,169,1039,174,439,426,Non-New York City
Nassau,Kensington Vg PD,2000,,11,0,0,0,0,0,11,0,10,1,Non-New York City
Nassau,Kings Point Vg PD,2000,,18,4,0,0,0,4,14,3,9,2,Non-New York City
Nassau,Lake Success Vg PD,2000,,49,4,0,0,1,3,45,6,26,13,Non-New York City
Nassau,Long Beach City PD,2000,,592,81,0,0,32,49,511,62,387,62,Non-New York City
Nassau,Lynbrook Vg PD,2000,,242,17,0,1,6,10,225,36,154,35,Non-New York City
Nassau,Malverne Vg PD,2000,,58,14,0,1,3,10,44,11,29,4,Non-New York City
Nassau,Nassau County MTA,2000,,72,25,0,0,12,13,47,15,32,0,Non-New York City
Nassau,Nassau County Park PD,2000,,133,10,0,1,0,9,123,7,113,3,Non-New York City
Nassau,Nassau County PD,2000,,20366,1462,19,85,705,653,18904,2421,13734,2749,Non-New York City
Nassau,Nassau County State Police,2000,,56,23,1,0,0,22,33,1,10,22,Non-New York City
Nassau,Old Brookville Vg PD,2000,,124,4,0,0,0,4,120,31,75,14,Non-New York City
Nassau,Old Westbury Vg PD,2000,,64,9,0,0,1,8,55,10,38,7,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2000,,7,2,0,0,0,2,5,2,3,0,Non-New York City
Nassau,Port Washington Police District,2000,,227,17,0,0,9,8,210,26,165,19,Non-New York City
Nassau,Rockville Centre Vg PD,2000,,504,80,0,2,17,61,424,90,288,46,Non-New York City
Nassau,Sands Point Vg PD,2000,,14,0,0,0,0,0,14,3,11,0,Non-New York City
Nassau,SUNY College At Old Westbury,2000,,55,2,0,0,0,2,53,10,43,0,Non-New York City
Nassau,Centre Island Vg PD,1999,,3,3,0,0,0,3,0,0,0,0,Non-New York City
Nassau,County Total,1999,,28198,2595,24,116,1290,1165,25603,3233,18514,3856,Non-New York City
Nassau,Floral Park Vg PD,1999,,118,12,0,0,11,1,106,25,63,18,Non-New York City
Nassau,Freeport Vg PD,1999,,1279,234,1,3,109,121,1045,116,715,214,Non-New York City
Nassau,Garden City Vg PD,1999,,346,17,0,2,7,8,329,27,273,29,Non-New York City
Nassau,Glen Cove City PD,1999,,559,22,0,3,10,9,537,91,417,29,Non-New York City
Nassau,Great Neck Estates Vg PD,1999,,14,2,0,0,0,2,12,4,6,2,Non-New York City
Nassau,Hempstead Vg PD,1999,,1916,550,5,22,245,278,1366,238,681,447,Non-New York City
Nassau,Kensington Vg PD,1999,,12,1,0,0,1,0,11,2,9,0,Non-New York City
Nassau,Kings Point Vg PD,1999,,23,2,0,0,0,2,21,2,8,11,Non-New York City
Nassau,Lake Success Vg PD,1999,,38,3,0,0,0,3,35,6,18,11,Non-New York City
Nassau,Long Beach City PD,1999,,617,84,2,2,51,29,533,71,403,59,Non-New York City
Nassau,Lynbrook Vg PD,1999,,243,15,0,0,8,7,228,31,160,37,Non-New York City
Nassau,Malverne Vg PD,1999,,57,9,0,0,3,6,48,8,35,5,Non-New York City
Nassau,Nassau County Park PD,1999,,120,8,0,0,1,7,112,10,96,6,Non-New York City
Nassau,Nassau County PD,1999,,21763,1530,16,83,815,616,20233,2452,14890,2891,Non-New York City
Nassau,Nassau County State Police,1999,,30,11,0,0,2,9,19,2,8,9,Non-New York City
Nassau,Old Brookville Vg PD,1999,,150,10,0,1,3,6,140,19,112,9,Non-New York City
Nassau,Old Westbury Vg PD,1999,,64,6,0,0,0,6,58,9,43,6,Non-New York City
Nassau,Oyster Bay Cove Vg PD,1999,,7,0,0,0,0,0,7,0,4,3,Non-New York City
Nassau,Port Washington Police District,1999,,214,12,0,0,6,6,202,24,169,9,Non-New York City
Nassau,Rockville Centre Vg PD,1999,,531,57,0,0,16,41,474,77,341,56,Non-New York City
Nassau,Sands Point Vg PD,1999,,25,3,0,0,0,3,22,3,18,1,Non-New York City
Nassau,SUNY College At Old Westbury,1999,,69,4,0,0,2,2,65,16,45,4,Non-New York City
Nassau,Centre Island Vg PD,1998,,2,0,0,0,0,0,2,1,1,0,Non-New York City
Nassau,County Total,1998,,27585,2468,22,96,1093,1257,25117,3523,17494,4100,Non-New York City
Nassau,Floral Park Vg PD,1998,,155,16,0,0,10,6,139,38,81,20,Non-New York City
Nassau,Freeport Vg PD,1998,,1573,272,2,7,131,132,1301,228,845,228,Non-New York City
Nassau,Garden City Vg PD,1998,,510,19,0,0,10,9,491,34,403,54,Non-New York City
Nassau,Glen Cove City PD,1998,,268,21,0,1,14,6,247,34,192,21,Non-New York City
Nassau,Great Neck Estates Vg PD,1998,,24,0,0,0,0,0,24,3,18,3,Non-New York City
Nassau,Hempstead Vg PD,1998,,1463,312,5,16,151,140,1151,225,507,419,Non-New York City
Nassau,Kensington Vg PD,1998,,8,2,0,0,1,1,6,1,4,1,Non-New York City
Nassau,Kings Point Vg PD,1998,,29,1,0,0,1,0,28,6,18,4,Non-New York City
Nassau,Lake Success Vg PD,1998,,77,7,0,0,4,3,70,10,32,28,Non-New York City
Nassau,Laurel Hollow Vg PD,1998,,6,0,0,0,0,0,6,0,6,0,Non-New York City
Nassau,Long Beach City PD,1998,,637,61,2,4,29,26,576,81,441,54,Non-New York City
Nassau,Lynbrook Vg PD,1998,,254,19,0,1,10,8,235,42,167,26,Non-New York City
Nassau,Malverne Vg PD,1998,,98,7,0,0,0,7,91,16,63,12,Non-New York City
Nassau,Nassau County MTA,1998,,108,26,0,1,20,5,82,3,67,12,Non-New York City
Nassau,Nassau County Park PD,1998,,141,20,0,1,4,15,121,9,108,4,Non-New York City
Nassau,Nassau County PD,1998,,21022,1556,13,60,678,805,19466,2598,13746,3122,Non-New York City
Nassau,Nassau County State Police,1998,,21,9,0,0,1,8,12,1,9,2,Non-New York City
Nassau,Old Brookville Vg PD,1998,,144,5,0,3,2,0,139,29,97,13,Non-New York City
Nassau,Old Westbury Vg PD,1998,,75,8,0,0,1,7,67,19,43,5,Non-New York City
Nassau,Oyster Bay Cove Vg PD,1998,,8,2,0,0,0,2,6,2,3,1,Non-New York City
Nassau,Port Washington Police District,1998,,265,17,0,0,9,8,248,37,195,16,Non-New York City
Nassau,Rockville Centre Vg PD,1998,,602,85,0,2,17,66,517,80,386,51,Non-New York City
Nassau,Sands Point Vg PD,1998,,16,2,0,0,0,2,14,1,13,0,Non-New York City
Nassau,SUNY College At Old Westbury,1998,,79,1,0,0,0,1,78,25,49,4,Non-New York City
Nassau,Centre Island Vg PD,1997,,1,0,0,0,0,0,1,1,0,0,Non-New York City
Nassau,County Total,1997,,29790,2532,25,125,1192,1190,27258,3688,18744,4826,Non-New York City
Nassau,Floral Park Vg PD,1997,,145,17,0,3,3,11,128,26,83,19,Non-New York City
Nassau,Freeport Vg PD,1997,,1667,254,2,18,146,88,1413,223,993,197,Non-New York City
Nassau,Garden City Vg PD,1997,,441,17,0,3,9,5,424,31,339,54,Non-New York City
Nassau,Glen Cove City PD,1997,,287,22,1,3,15,3,265,50,181,34,Non-New York City
Nassau,Great Neck Estates Vg PD,1997,,22,1,0,0,1,0,21,2,15,4,Non-New York City
Nassau,Hempstead Vg PD,1997,,1597,357,7,29,177,144,1240,294,629,317,Non-New York City
Nassau,Kensington Vg PD,1997,,18,1,0,0,1,0,17,1,16,0,Non-New York City
Nassau,Kings Point Vg PD,1997,,21,2,0,0,1,1,19,1,17,1,Non-New York City
Nassau,Lake Success Vg PD,1997,,81,3,0,0,3,0,78,6,26,46,Non-New York City
Nassau,Laurel Hollow Vg PD,1997,,16,0,0,0,0,0,16,3,12,1,Non-New York City
Nassau,Long Beach City PD,1997,,787,67,1,1,34,31,720,83,519,118,Non-New York City
Nassau,Lynbrook Vg PD,1997,,262,12,0,0,5,7,250,51,157,42,Non-New York City
Nassau,Malverne Vg PD,1997,,73,10,0,0,1,9,63,11,43,9,Non-New York City
Nassau,Nassau County Park PD,1997,,133,18,1,0,1,16,115,3,101,11,Non-New York City
Nassau,Nassau County PD,1997,,22848,1614,12,62,752,788,21234,2711,14685,3838,Non-New York City
Nassau,Nassau County (RR-LI),1997,,77,24,1,1,13,9,53,1,50,2,Non-New York City
