"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2046781,"June 26, 2021",Texas,Houston,"4902 Laura Koppe Rd",1,3,0,0,0,N/A
2045579,"June 26, 2021",Illinois,Chicago,"6100 block of N McCormick Blvd",1,3,0,0,0,N/A
2047787,"June 26, 2021",Alabama,"Fort Deposit","Forest Dr",1,3,0,0,1,N/A
2045043,"June 25, 2021",Ohio,Columbus,"I-670 and Neil Ave",0,4,0,0,0,N/A
2045564,"June 25, 2021",Illinois,Chicago,"7000 block of S Indiana Ave",0,4,0,0,0,N/A
2044701,"June 25, 2021","New York",Bronx,"Zerega Ave and Watson Ave",0,5,0,0,0,N/A
2044733,"June 24, 2021",Florida,Gainesville,"4701 NW 6th St",1,4,0,0,3,N/A
2043834,"June 23, 2021",Alabama,Montgomery,"100 block of Rotary St",2,2,0,0,0,N/A
2043465,"June 23, 2021","New York",Buffalo,"114 Hickory St",0,4,0,0,0,N/A
2043898,"June 23, 2021",Illinois,Chicago,"4900 block of W Hubbard St",0,4,0,0,0,N/A
2043715,"June 23, 2021",Illinois,Chicago,"7000 block of S Vincennes Ave",0,4,0,0,0,N/A
2041726,"June 21, 2021",Missouri,"Saint Louis","4002 Sullivan Ave",3,3,0,1,1,N/A
2041555,"June 21, 2021","District of Columbia",Washington,"300 block of 50th St NE",0,4,0,0,0,N/A
2040643,"June 20, 2021",Virginia,Richmond,"200 block of Crane St",1,3,0,0,0,N/A
2041297,"June 20, 2021",California,Richmond,"2108 Dunn Ave",3,5,0,0,2,N/A
2040265,"June 20, 2021",Colorado,Aurora,"12455 E Mississippi Ave",1,4,0,0,0,N/A
2041363,"June 20, 2021",Florida,Wildwood,"9605 Co Rd 235",1,10,0,0,1,N/A
2040374,"June 20, 2021",Texas,Dallas,"4619 E R L Thornton Freeway",0,8,0,0,0,N/A
2040732,"June 20, 2021",Ohio,Cincinnati,"3000 block of Borden St",1,3,0,0,2,N/A
2040243,"June 20, 2021",Indiana,Granger,"7321 Heritage Square Dr",1,4,0,0,0,N/A
2040991,"June 20, 2021","New Jersey","Atlantic City","1700 block of Atlantic Ave",1,3,0,0,0,N/A
2039457,"June 19, 2021",Alaska,Anchorage,"E 3rd Ave and Gambell St",1,4,0,0,1,N/A
2039346,"June 19, 2021",Louisiana,"Baton Rouge","7132 Florida Blvd",2,4,0,0,0,N/A
2039964,"June 19, 2021",California,Oakland,"2200 block of Lakeshore Ave",1,7,0,0,0,N/A
2040013,"June 19, 2021","New Jersey",Newark,"525 Elizabeth Ave",0,4,0,0,0,N/A
2039441,"June 18, 2021",Minnesota,Minneapolis,"400 block of 14th Ave SE",0,5,0,0,0,N/A
2037813,"June 17, 2021",Virginia,Petersburg,"Virginia Ave and Melville St",0,4,0,0,0,N/A
2037887,"June 17, 2021","North Carolina",Durham,"1600 block of Holloway St",2,2,0,0,0,N/A
2038622,"June 17, 2021",Ohio,Cincinnati,"3056 Mathers St",1,3,0,0,0,N/A
2038152,"June 17, 2021","New Jersey",Paterson,"Rosa Parks Blvd and Hamilton Ave",0,4,0,0,0,N/A
2036635,"June 16, 2021",Maryland,Baltimore,"2100 block of West Lexington St",1,5,0,0,0,N/A
2036121,"June 15, 2021",Illinois,Chicago,"3800 block of W Monroe St",0,5,0,0,0,N/A
2035313,"June 15, 2021",Alabama,Albertville,"956 Industrial Blvd",3,1,1,0,0,N/A
2035452,"June 15, 2021",Illinois,Chicago,"6221 S Morgan St",5,3,0,0,0,N/A
2035733,"June 14, 2021",Georgia,Columbus,"3400 8th Ave",2,2,0,0,3,N/A
2034408,"June 14, 2021",Michigan,Lansing,"300 block of N Cedar St",2,2,0,0,0,N/A
2034470,"June 14, 2021",Florida,"Boynton Beach","I-95 and E Gateway Blvd",1,3,0,0,0,N/A
2033905,"June 13, 2021",Ohio,"West Salem","9161 Rainbow Hwy",1,5,0,1,1,N/A
2033605,"June 13, 2021",Kentucky,Louisville,"5200 block of Robinwood Rd",1,3,0,0,0,N/A
2032486,"June 12, 2021",Ohio,Cleveland,"8805 Buckeye Rd",3,4,0,0,2,N/A
2032203,"June 12, 2021",Illinois,Chicago,"7500 block of S Prairie Ave",1,9,0,0,0,N/A
2032220,"June 12, 2021",Texas,Austin,"400 block of E 6th St",1,13,0,1,1,N/A
2031976,"June 11, 2021",Georgia,Savannah,"200 block of Avery St",2,6,0,0,0,N/A
2032580,"June 11, 2021","North Carolina","Winston Salem (Winston-salem)","844 E. Devonshire St",1,3,0,0,0,N/A
2031801,"June 11, 2021",Washington,Seattle,"9808 16th Ave SW",2,2,0,0,0,N/A
2032282,"June 11, 2021",Texas,Dallas,"378 N Jim Miller Rd",0,5,0,0,1,N/A
2030720,"June 10, 2021",Michigan,Detroit,"1600 block Calvert Ave",1,3,0,0,0,N/A
2030639,"June 10, 2021","New York",Yonkers,"150 Elm St",0,4,0,0,3,N/A
2030708,"June 10, 2021",Illinois,Chicago,"6530 S Claremont Ave",1,4,0,0,1,N/A
2029078,"June 8, 2021",Tennessee,Nashville,"Clarksville Pike and Buena Vista Pike",1,3,0,0,0,N/A
2028745,"June 8, 2021",Tennessee,Memphis,"2246 Eldridge Ave",1,4,0,0,1,N/A
2028928,"June 8, 2021",Texas,Houston,"4115 Washington Ave",0,5,0,0,0,N/A
2027736,"June 7, 2021",Ohio,Cleveland,"4100 block of E 81st St",0,6,0,0,0,N/A
2027046,"June 7, 2021",Florida,Homestead,"12550 SW 282nd St",2,3,1,0,0,N/A
2026802,"June 6, 2021",Missouri,"Saint Louis","100 N 7th St",0,4,0,0,0,N/A
2026651,"June 6, 2021","North Carolina","Snow Hill","50 block of Katie Ct",0,4,0,0,0,N/A
2027725,"June 6, 2021",Ohio,Cleveland,"3700 block of Woodbridge Ave",0,8,0,0,0,N/A
2027375,"June 6, 2021",California,Oakland,"5100 block of Ygnacio Ave",0,5,0,0,0,N/A
2026123,"June 6, 2021",Florida,"Miami (Kendall)","10549 SW 109th Ct",3,6,0,0,3,N/A
2026713,"June 6, 2021",Utah,"Salt Lake City","1354 N General Dr",1,4,0,0,2,N/A
2026112,"June 6, 2021",Illinois,Chicago,"8900 block of S Cottage Grove Ave",0,8,0,0,0,N/A
2026257,"June 5, 2021",Louisiana,"New Orleans","10150 I-10 Service Rd",0,9,0,0,0,N/A
2025260,"June 5, 2021",Indiana,Indianapolis,"7500 N Shadeland Ave",2,2,0,0,0,N/A
2022821,"June 2, 2021",Ohio,Toledo,"1830 W Bancroft St",0,4,0,0,0,N/A
2025254,"June 2, 2021",Arkansas,Magnolia,"Calhoun Rd",0,4,0,0,1,N/A
2022391,"June 2, 2021",Ohio,Springfield,"1935 S Yellow Springs St",0,6,0,0,2,N/A
2021130,"May 31, 2021","New York",Brooklyn,"Knickerbocker Ave",0,4,0,0,2,N/A
2021398,"May 31, 2021",Missouri,"Saint Louis","8880 N Broadway",0,4,0,0,0,N/A
2022129,"May 31, 2021",Ohio,"Cleveland (Garfield Heights)","13000 block of Alvin Ave",1,5,0,0,0,N/A
2019751,"May 30, 2021",Alabama,Aliceville,"7th Street NE",1,4,0,0,1,N/A
2019622,"May 30, 2021",Florida,Hialeah,"7630 NW 186th St",3,20,0,0,1,N/A
2020535,"May 30, 2021",Illinois,Chicago,"6718 S Stony Island Ave",0,4,0,0,0,N/A
2019155,"May 29, 2021",Texas,"San Antonio","3300 block of Fallen Leaf Ln",2,2,0,0,0,N/A
2019384,"May 29, 2021",Missouri,"Saint Louis","10466 W Florissant Ave",1,3,0,0,1,N/A
2018931,"May 28, 2021",Florida,Miami,"2022 NW 1st Ct",1,6,0,0,0,N/A
2018495,"May 27, 2021","North Carolina",Durham,"1200 block of Fayetteville St",0,5,0,0,0,N/A
2015849,"May 26, 2021",Illinois,Chicago,"7200 block of S Princeton Ave",1,3,0,0,0,N/A
2015730,"May 26, 2021",California,"San Jose","101 W Younger Ave",9,0,1,0,0,N/A
2014343,"May 24, 2021",Michigan,Inkster,"27000 block of Rosewood St",2,2,0,0,0,N/A
2813526,"May 24, 2021",Ohio,"Mount Gilead",N/A,2,2,0,0,1,N/A
2014381,"May 24, 2021",Ohio,"West Jefferson","127 Jackson St",4,0,0,0,1,N/A
2012971,"May 23, 2021",Illinois,Chicago,"3344 W Ohio St",0,4,0,0,0,N/A
2013595,"May 23, 2021","New York","Bay Shore","135 S Clinton Ave",0,4,0,0,0,N/A
2013059,"May 23, 2021","New Jersey",Paterson,"Hillman St and E Main St",0,5,0,0,0,N/A
2013096,"May 23, 2021",Virginia,Norfolk,"3100 block of Westminster Ave",0,4,0,0,0,N/A
2012765,"May 22, 2021","South Carolina","North Charleston","Piggly Wiggly Dr and W Jimtown Dr",1,14,0,0,4,N/A
2012345,"May 22, 2021",Delaware,Wilmington,"800 block of N Pine St",0,4,0,0,0,N/A
2011569,"May 22, 2021",Minnesota,Minneapolis,"322 N 1st Ave",2,7,0,0,1,N/A
2013043,"May 22, 2021",Ohio,Columbus,"233 S Civic Center Dr",1,5,0,0,0,N/A
2011610,"May 22, 2021",Indiana,"Fort Wayne","2177 Eden St",1,3,0,1,1,N/A
2012633,"May 22, 2021","New Jersey",Bridgeton,"1029 E Commerce St",3,11,0,0,3,N/A
2011077,"May 21, 2021","New York",Albany,"1st St and Quail St",1,5,0,0,1,N/A
2011482,"May 21, 2021","New Jersey","Jersey City","16 Brinkerhoff St",2,4,0,0,2,N/A
2010083,"May 20, 2021",Indiana,Evansville,"800 block of Shadewood Ave",1,3,0,0,0,N/A
2007722,"May 18, 2021",California,Oakland,"I-580 and Seminary Ave",2,5,0,0,0,N/A
2008415,"May 18, 2021",California,Hemet,"1200 block of Valencia Ave",1,4,0,0,0,N/A
2005991,"May 16, 2021",Ohio,Cincinnati,"7751 Reading Rd",1,3,0,0,0,N/A
2005776,"May 16, 2021",Georgia,Atlanta,"630 Travis St NW",0,4,0,0,0,N/A
2005671,"May 16, 2021",Michigan,"East Lansing","6170 Abbot Rd",0,5,0,0,0,N/A
2006621,"May 16, 2021",Georgia,Columbus,"2727 Manchester Expy",0,4,0,0,0,N/A
2006204,"May 16, 2021",Georgia,"Stone Mountain","4766 Redan Rd",1,5,0,0,0,N/A
2005813,"May 16, 2021",Alabama,Birmingham,"1010 18th St S",0,4,1,0,0,N/A
2005238,"May 15, 2021","District of Columbia",Washington,"3900 block of Minnesota Ave NE",1,3,0,0,1,N/A
2004666,"May 15, 2021",Illinois,Chicago,"7800 block of S Loomis St",2,3,0,0,0,N/A
2005196,"May 15, 2021","New York",Bronx,"1625 Webster Ave",1,4,0,0,1,N/A
2004413,"May 14, 2021",Pennsylvania,Philadelphia,"5600 block of Market St",0,4,0,0,0,N/A
2003383,"May 13, 2021",Georgia,Augusta,"201 E Telfair St",2,2,0,0,1,N/A
2003167,"May 13, 2021","District of Columbia",Washington,"200 block of 37th Pl SE",1,3,0,0,0,N/A
2003334,"May 13, 2021","Rhode Island",Providence,"87 Carolina Ave",0,4,0,4,7,N/A
